other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy
20.643,6.55,0.56,6.065,1.18,103.006,8.807,324.632,1.157,0.099,0.741
23.199,7.11,0.58,12.38,2.556,111.425,9.09,363.558,1.239,0.101,0.828
24.802,8.12,0.6,6.924,1.604,126.896,9.377,387.599,1.454,0.107,0.9
27.06,8.43,0.65,9.115,2.258,131.423,10.133,421.867,1.516,0.117,0.99
28.061,8.99,0.61,3.698,1.001,139.862,9.49,436.558,1.561,0.106,1.007
28.27,9.25,0.61,0.74,0.209,143.634,9.472,438.97,1.635,0.108,1.037
28.455,9.37,0.61,0.651,0.186,145.316,9.46,441.302,1.777,0.116,1.159
29.806,10.18,0.58,4.752,1.351,157.753,8.988,461.88,1.85,0.105,1.141
31.367,10.6,0.58,5.237,1.561,164.019,8.975,485.354,2.258,0.124,1.346
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.01,0.0,,,43.77,0.0,,0.901,0.0,
,0.01,0.0,,,42.8,0.0,,0.943,0.0,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,174.96,34.1,,,,,,1.368,0.267,
,169.69,35.15,,,,,,1.31,0.271,
,184.26,36.82,,,,,,1.377,0.275,
,196.58,38.89,,,,,,1.418,0.281,
,212.34,39.7,,,,,,1.461,0.273,
,232.53,40.17,,,,,,1.544,0.267,
,244.82,39.59,,,,,,1.563,0.253,
,266.75,41.08,,,,,,1.624,0.25,
,282.77,42.29,,,,,,1.698,0.254,
,303.91,43.41,,,,,,1.839,0.263,
,345.38,43.43,,,,,,1.952,0.245,
,364.7,44.04,,,,,,1.989,0.24,
,391.95,43.77,,,,,,2.095,0.234,
,423.72,45.0,,,,,,2.202,0.234,
,459.44,47.3,,,,,,2.324,0.239,
,494.94,49.04,,,,,,2.488,0.246,
,501.42,50.95,,,,,,2.458,0.25,
,535.64,54.24,,,,,,2.55,0.258,
,563.96,55.93,,,,,,2.578,0.256,
,591.95,56.68,,,,,,2.67,0.256,
,622.69,59.35,,,,,,2.821,0.269,
,681.31,60.17,,,,,,2.907,0.257,
,696.42,62.65,,,,,,2.893,0.26,
,117.99,22.68,,,,,,1.655,0.318,
,109.98,23.34,,,,,,1.56,0.331,
,119.19,24.69,,,,,,1.653,0.342,
,125.42,26.19,,,,,,1.727,0.361,
,130.34,26.26,,,,,,1.761,0.355,
,139.18,25.7,,,,,,1.848,0.341,
,144.2,25.6,,,,,,1.905,0.338,
,152.61,25.8,,,,,,1.976,0.334,
,153.51,26.09,,,,,,2.013,0.342,
,159.39,26.2,,,,,,2.186,0.359,
,172.25,26.21,,,,,,2.254,0.343,
,178.84,26.75,,,,,,2.358,0.353,
,191.24,26.82,,,,,,2.535,0.355,
,206.75,27.33,,,,,,2.73,0.361,
,219.5,28.02,,,,,,2.904,0.371,
,233.83,28.4,,,,,,3.094,0.376,
,234.27,28.53,,,,,,3.098,0.377,
,238.91,28.25,,,,,,3.17,0.375,
,243.58,27.92,,,,,,3.173,0.364,
,243.27,27.31,,,,,,3.219,0.361,
,244.61,27.94,,,,,,3.346,0.382,
,243.06,27.99,,,,,,3.257,0.375,
,245.8,28.66,,,,,,3.252,0.379,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.02,0.0,,,9.859,0.0,,0.976,0.0,
,0.02,0.0,,,9.587,0.0,,0.893,0.0,
,0.02,0.0,,,9.345,0.0,,0.913,0.0,
,0.02,0.0,,,9.124,0.0,,0.922,0.0,
,0.02,0.0,,,8.917,0.0,,0.885,0.0,
,0.02,0.0,,,8.724,0.0,,0.909,0.0,
,0.02,0.0,,,8.543,0.0,,0.873,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2.937,0.92,,,,11.751,,37.511,,,0.081
3.195,1.001,,8.805,0.259,12.75,,40.701,,,0.088
3.252,1.019,,1.77,0.057,12.954,,41.352,,,0.086
3.362,1.053,,3.372,0.11,13.387,,42.733,,,0.084
3.436,1.076,,2.198,0.074,13.689,,43.699,,,0.088
3.59,1.125,,4.503,0.155,14.325,,45.728,,,0.095
4.079,1.278,,13.601,0.488,16.304,,52.047,,,0.102
3.979,1.247,,-2.434,-0.099,15.937,,50.873,,,0.099
4.206,1.317,,5.686,0.226,16.875,,53.869,,,0.101
4.607,1.443,,9.553,0.402,18.524,,59.133,,,0.105
6.277,1.966,,36.232,1.669,25.278,,80.691,,,0.148
5.759,1.804,,-8.24,-0.517,23.225,,74.14,,,0.14
5.742,1.799,,-0.301,-0.017,23.177,,73.987,,,0.145
4.917,1.54,,-14.375,-0.825,19.857,,63.388,,,0.122
5.245,1.643,,6.668,0.328,21.181,,67.613,,,0.126
5.248,1.644,,0.066,0.003,21.175,,67.596,0.315,,0.122
5.093,1.596,,-2.948,-0.155,20.508,,65.465,0.305,,0.12
4.615,1.446,,-9.383,-0.478,18.515,,59.104,0.272,,0.108
5.228,1.638,,13.282,0.613,20.871,,66.624,0.298,,0.121
5.584,1.749,,6.801,0.356,22.166,,70.759,0.312,,0.131
4.581,1.6,0.0,-17.966,-1.003,20.159,0.0,57.715,0.293,0.0,0.109
4.823,1.87,0.0,5.296,0.243,23.433,0.0,60.442,0.349,0.0,0.118
4.986,2.04,0.0,3.375,0.163,25.435,0.0,62.168,0.382,0.0,0.124
5.309,1.97,0.0,6.466,0.322,24.45,0.0,65.886,0.377,0.0,0.133
6.084,2.07,0.0,14.612,0.776,25.593,0.0,75.225,0.394,0.0,0.154
6.541,2.43,0.0,7.503,0.456,29.954,0.0,80.628,0.456,0.0,0.165
6.841,2.5,0.0,4.588,0.3,30.75,0.0,84.143,0.454,0.0,0.167
7.332,2.65,0.0,7.186,0.492,32.541,0.0,90.04,0.484,0.0,0.181
8.676,3.06,0.0,18.328,1.344,37.535,0.0,106.427,0.554,0.0,0.216
9.385,3.51,0.0,8.168,0.709,43.037,0.0,115.074,0.635,0.0,0.237
10.853,4.33,0.0,15.646,1.468,53.095,0.0,133.087,0.757,0.0,0.272
16.599,4.59,0.0,52.941,5.746,56.309,0.0,203.638,0.789,0.0,0.409
20.43,5.31,0.0,23.077,3.831,65.199,0.0,250.85,0.912,0.0,0.509
28.566,8.95,0.0,39.823,8.136,110.023,0.0,351.162,1.485,0.0,0.712
33.951,10.64,0.0,18.85,5.385,130.927,0.0,417.768,1.743,0.0,0.847
46.945,14.71,0.0,38.274,12.994,181.13,0.0,578.055,2.398,0.0,1.185
60.442,18.94,0.0,28.751,13.497,233.315,0.0,744.567,3.007,0.0,1.488
78.58,24.62,0.0,30.009,18.138,303.262,0.0,967.931,3.894,0.0,2.018
89.474,28.04,0.02,13.874,10.893,345.246,0.246,1101.658,4.428,0.003,2.274
98.645,30.91,0.02,10.25,9.171,380.381,0.246,1213.931,5.248,0.003,2.672
108.366,33.95,0.03,9.859,9.721,417.46,0.369,1332.505,5.435,0.005,2.817
117.813,36.91,0.02,8.713,9.447,453.31,0.246,1446.923,6.099,0.003,3.175
137.98,43.23,0.03,17.119,20.166,530.133,0.368,1692.056,6.968,0.005,3.668
145.496,45.59,0.08,5.47,7.516,558.15,0.979,1781.28,7.223,0.013,3.761
154.397,48.39,0.1,6.124,8.901,591.14,1.222,1886.134,7.805,0.016,4.161
160.995,50.46,0.13,4.286,6.598,614.817,1.584,1961.596,7.877,0.02,4.258
163.022,51.1,0.17,1.276,2.028,620.662,2.065,1980.072,7.947,0.026,4.242
162.954,51.08,0.16,-0.045,-0.068,618.22,1.936,1972.224,7.907,0.025,4.186
162.597,50.97,0.18,-0.211,-0.357,614.862,2.171,1961.438,8.056,0.028,4.284
160.511,50.33,0.2,-1.273,-2.086,605.305,2.405,1930.419,8.395,0.033,4.341
163.161,51.16,0.23,1.665,2.65,613.952,2.76,1958.035,9.019,0.041,4.732
160.699,47.15,0.24,-1.501,-2.463,565.29,2.877,1926.643,8.11,0.041,4.527
160.801,47.54,0.24,0.065,0.102,570.23,2.879,1928.766,8.164,0.041,4.707
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.01,0.0,,,0.509,0.0,,0.14,0.0,
,0.01,0.0,,,0.495,0.0,,0.129,0.0,
,0.02,0.0,,,0.963,0.0,,0.281,0.0,
,0.02,0.0,,,0.938,0.0,,0.349,0.0,
,0.01,0.0,,,0.456,0.0,,0.17,0.0,
,0.01,0.0,,,0.445,0.0,,0.15,0.0,
,0.02,0.0,,,0.866,0.0,,0.243,0.0,
,0.02,0.0,,,0.844,0.0,,0.295,0.0,
,0.01,0.0,,,0.411,0.0,,0.123,0.0,
,0.01,0.0,,,0.401,0.0,,0.114,0.0,
,0.02,0.0,,,0.782,0.0,,0.201,0.0,
,0.02,0.0,,,0.763,0.0,,0.183,0.0,
,0.02,0.0,,,0.745,0.0,,0.171,0.0,
,0.02,0.0,,,0.727,0.0,,0.16,0.0,
,0.02,0.0,,,0.709,0.0,,0.158,0.0,
,0.02,0.0,,,0.693,0.0,,0.179,0.0,
,0.02,0.0,,,0.677,0.0,,0.175,0.0,
,0.02,0.0,,,0.662,0.0,,0.156,0.0,
,0.02,0.0,,,0.648,0.0,,0.139,0.0,
,0.02,0.0,,,0.634,0.0,,0.12,0.0,
,0.03,0.0,,,0.932,0.0,,0.149,0.0,
,0.03,0.0,,,0.914,0.0,,0.143,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,0.0,,,,0.0,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003,0.0,0.0,,0.003,0.0,0.0,0.305,0.0,0.0,0.001
0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.0,0.0,0.001
0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.001
0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0,0.0,0.001
0.0,0.0,0.0,-100.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003,0.0,0.0,,0.003,0.0,0.0,0.29,0.0,0.0,0.001
0.0,0.0,0.0,-100.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
0.252,0.08,0.0,,0.252,7.225,0.0,22.776,0.151,0.0,0.067
0.402,0.13,0.0,59.494,0.15,11.715,0.0,36.247,0.241,0.0,0.107
0.335,0.1,0.0,-16.667,-0.067,9.001,0.0,30.168,0.173,0.0,0.084
0.396,0.12,0.0,18.25,0.061,10.796,0.0,35.659,0.204,0.0,0.1
0.388,0.12,0.0,-2.129,-0.008,10.798,0.0,34.905,0.202,0.0,0.097
0.364,0.11,0.0,-6.085,-0.024,9.904,0.0,32.803,0.183,0.0,0.089
0.587,0.18,0.0,61.227,0.223,16.229,0.0,52.956,0.287,0.0,0.14
0.611,0.19,0.0,3.998,0.023,17.158,0.0,55.162,0.302,0.0,0.148
0.695,0.22,0.0,13.7,0.084,19.9,0.0,62.822,0.36,0.0,0.175
0.607,0.19,0.0,-12.673,-0.088,17.22,0.0,54.969,0.331,0.0,0.16
0.66,0.21,0.0,8.85,0.054,19.083,0.0,59.992,0.355,0.0,0.178
0.652,0.2,0.0,-1.219,-0.008,18.242,0.0,59.483,0.329,0.0,0.187
0.691,0.22,0.0,5.93,0.039,20.157,0.0,63.294,0.385,0.0,0.21
0.701,0.22,0.0,1.503,0.01,20.252,0.0,64.55,0.437,0.0,0.228
0.739,0.23,0.0,5.356,0.038,21.283,0.0,68.362,0.444,0.0,0.237
0.875,0.27,0.0,18.496,0.137,25.117,0.0,81.434,0.496,0.0,0.285
